"STATISTIC Label","Year","Country","Sex","Origin or Destination","UNIT","VALUE"
"Estimated Migration (Persons in April)","2016","All countries","Female","Net migration","Thousand","6"
"Estimated Migration (Persons in April)","2016","All countries","Female","Emigrants: All destinations","Thousand","35.1"
"Estimated Migration (Persons in April)","2016","All countries","Female","Immigrants: All origins","Thousand","41.2"
"Estimated Migration (Persons in April)","2016","EU14 excl Irl (UK & Ireland)","Both sexes","Net migration","Thousand","0.9"
"Estimated Migration (Persons in April)","2016","EU14 excl Irl (UK & Ireland)","Both sexes","Emigrants: All destinations","Thousand","13.9"
"Estimated Migration (Persons in April)","2016","EU14 excl Irl (UK & Ireland)","Both sexes","Immigrants: All origins","Thousand","14.7"
"Estimated Migration (Persons in April)","2016","EU14 excl Irl (UK & Ireland)","Male","Net migration","Thousand","1.1"
"Estimated Migration (Persons in April)","2016","EU14 excl Irl (UK & Ireland)","Male","Emigrants: All destinations","Thousand","5.7"
"Estimated Migration (Persons in April)","2016","EU14 excl Irl (UK & Ireland)","Male","Immigrants: All origins","Thousand","6.8"
"Estimated Migration (Persons in April)","2016","EU14 excl Irl (UK & Ireland)","Female","Net migration","Thousand","-0.3"
"Estimated Migration (Persons in April)","2016","EU14 excl Irl (UK & Ireland)","Female","Emigrants: All destinations","Thousand","8.2"
"Estimated Migration (Persons in April)","2016","EU14 excl Irl (UK & Ireland)","Female","Immigrants: All origins","Thousand","7.9"
"Estimated Migration (Persons in April)","2016","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Net migration","Thousand","2.7"
"Estimated Migration (Persons in April)","2016","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Emigrants: All destinations","Thousand","9.3"
"Estimated Migration (Persons in April)","2016","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Immigrants: All origins","Thousand","11.9"
"Estimated Migration (Persons in April)","2016","EU15 to EU27 (accession countries joined post 2004)","Male","Net migration","Thousand","2"
"Estimated Migration (Persons in April)","2016","EU15 to EU27 (accession countries joined post 2004)","Male","Emigrants: All destinations","Thousand","4.3"
"Estimated Migration (Persons in April)","2016","EU15 to EU27 (accession countries joined post 2004)","Male","Immigrants: All origins","Thousand","6.3"
"Estimated Migration (Persons in April)","2016","EU15 to EU27 (accession countries joined post 2004)","Female","Net migration","Thousand","0.7"
"Estimated Migration (Persons in April)","2016","EU15 to EU27 (accession countries joined post 2004)","Female","Emigrants: All destinations","Thousand","5"
"Estimated Migration (Persons in April)","2016","EU15 to EU27 (accession countries joined post 2004)","Female","Immigrants: All origins","Thousand","5.6"
"Estimated Migration (Persons in April)","2017","United Kingdom (1)","Both sexes","Net migration","Thousand","10.6"
"Estimated Migration (Persons in April)","2017","United Kingdom (1)","Both sexes","Emigrants: All destinations","Thousand","10.5"
"Estimated Migration (Persons in April)","2017","United Kingdom (1)","Both sexes","Immigrants: All origins","Thousand","21.1"
"Estimated Migration (Persons in April)","2017","United Kingdom (1)","Male","Net migration","Thousand","5.3"
"Estimated Migration (Persons in April)","2017","United Kingdom (1)","Male","Emigrants: All destinations","Thousand","5.6"
"Estimated Migration (Persons in April)","2017","United Kingdom (1)","Male","Immigrants: All origins","Thousand","10.9"
"Estimated Migration (Persons in April)","2017","United Kingdom (1)","Female","Net migration","Thousand","5.3"
"Estimated Migration (Persons in April)","2017","United Kingdom (1)","Female","Emigrants: All destinations","Thousand","4.9"
"Estimated Migration (Persons in April)","2017","United Kingdom (1)","Female","Immigrants: All origins","Thousand","10.2"
"Estimated Migration (Persons in April)","2017","United States","Both sexes","Net migration","Thousand","0.5"
"Estimated Migration (Persons in April)","2017","United States","Both sexes","Emigrants: All destinations","Thousand","5.6"
"Estimated Migration (Persons in April)","2017","United States","Both sexes","Immigrants: All origins","Thousand","6.1"
"Estimated Migration (Persons in April)","2017","United States","Male","Net migration","Thousand","-0.9"
"Estimated Migration (Persons in April)","2017","United States","Male","Emigrants: All destinations","Thousand","3.7"
"Estimated Migration (Persons in April)","2017","United States","Male","Immigrants: All origins","Thousand","2.8"
"Estimated Migration (Persons in April)","2017","United States","Female","Net migration","Thousand","1.4"
"Estimated Migration (Persons in April)","2017","United States","Female","Emigrants: All destinations","Thousand","1.9"
"Estimated Migration (Persons in April)","2017","United States","Female","Immigrants: All origins","Thousand","3.3"
"Estimated Migration (Persons in April)","2017","Canada","Both sexes","Net migration","Thousand","0.4"
"Estimated Migration (Persons in April)","2017","Canada","Both sexes","Emigrants: All destinations","Thousand","3.2"
"Estimated Migration (Persons in April)","2017","Canada","Both sexes","Immigrants: All origins","Thousand","3.6"
"Estimated Migration (Persons in April)","2017","Canada","Male","Net migration","Thousand","0.1"
"Estimated Migration (Persons in April)","2017","Canada","Male","Emigrants: All destinations","Thousand","1.8"
"Estimated Migration (Persons in April)","2017","Canada","Male","Immigrants: All origins","Thousand","1.9"
"Estimated Migration (Persons in April)","2017","Canada","Female","Net migration","Thousand","0.3"
"Estimated Migration (Persons in April)","2017","Canada","Female","Emigrants: All destinations","Thousand","1.4"
"Estimated Migration (Persons in April)","2017","Canada","Female","Immigrants: All origins","Thousand","1.7"
"Estimated Migration (Persons in April)","2017","Australia","Both sexes","Net migration","Thousand","3.4"
"Estimated Migration (Persons in April)","2017","Australia","Both sexes","Emigrants: All destinations","Thousand","4.6"
"Estimated Migration (Persons in April)","2017","Australia","Both sexes","Immigrants: All origins","Thousand","8"
"Estimated Migration (Persons in April)","2017","Australia","Male","Net migration","Thousand","1.7"
"Estimated Migration (Persons in April)","2017","Australia","Male","Emigrants: All destinations","Thousand","2.4"
"Estimated Migration (Persons in April)","2017","Australia","Male","Immigrants: All origins","Thousand","4.1"
"Estimated Migration (Persons in April)","2017","Australia","Female","Net migration","Thousand","1.7"
"Estimated Migration (Persons in April)","2017","Australia","Female","Emigrants: All destinations","Thousand","2.2"
"Estimated Migration (Persons in April)","2017","Australia","Female","Immigrants: All origins","Thousand","3.9"
"Estimated Migration (Persons in April)","2017","Other countries (23)","Both sexes","Net migration","Thousand","12.9"
"Estimated Migration (Persons in April)","2017","Other countries (23)","Both sexes","Emigrants: All destinations","Thousand","12.7"
"Estimated Migration (Persons in April)","2017","Other countries (23)","Both sexes","Immigrants: All origins","Thousand","25.6"
"Estimated Migration (Persons in April)","2017","Other countries (23)","Male","Net migration","Thousand","6.2"
"Estimated Migration (Persons in April)","2017","Other countries (23)","Male","Emigrants: All destinations","Thousand","6.4"
"Estimated Migration (Persons in April)","2017","Other countries (23)","Male","Immigrants: All origins","Thousand","12.6"
"Estimated Migration (Persons in April)","2017","Other countries (23)","Female","Net migration","Thousand","6.7"
"Estimated Migration (Persons in April)","2017","Other countries (23)","Female","Emigrants: All destinations","Thousand","6.3"
"Estimated Migration (Persons in April)","2017","Other countries (23)","Female","Immigrants: All origins","Thousand","13"
"Estimated Migration (Persons in April)","2017","All countries","Both sexes","Net migration","Thousand","39.2"
"Estimated Migration (Persons in April)","2017","All countries","Both sexes","Emigrants: All destinations","Thousand","56.1"
"Estimated Migration (Persons in April)","2017","All countries","Both sexes","Immigrants: All origins","Thousand","95.3"
"Estimated Migration (Persons in April)","2017","All countries","Male","Net migration","Thousand","17.7"
"Estimated Migration (Persons in April)","2017","All countries","Male","Emigrants: All destinations","Thousand","29.5"
"Estimated Migration (Persons in April)","2017","All countries","Male","Immigrants: All origins","Thousand","47.3"
"Estimated Migration (Persons in April)","2017","All countries","Female","Net migration","Thousand","21.4"
"Estimated Migration (Persons in April)","2017","All countries","Female","Emigrants: All destinations","Thousand","26.6"
"Estimated Migration (Persons in April)","2017","All countries","Female","Immigrants: All origins","Thousand","48"
"Estimated Migration (Persons in April)","2017","EU14 excl Irl (UK & Ireland)","Both sexes","Net migration","Thousand","6"
"Estimated Migration (Persons in April)","2017","EU14 excl Irl (UK & Ireland)","Both sexes","Emigrants: All destinations","Thousand","11.2"
"Estimated Migration (Persons in April)","2017","EU14 excl Irl (UK & Ireland)","Both sexes","Immigrants: All origins","Thousand","17.2"
"Estimated Migration (Persons in April)","2017","EU14 excl Irl (UK & Ireland)","Male","Net migration","Thousand","2.8"
"Estimated Migration (Persons in April)","2017","EU14 excl Irl (UK & Ireland)","Male","Emigrants: All destinations","Thousand","5.1"
"Estimated Migration (Persons in April)","2017","EU14 excl Irl (UK & Ireland)","Male","Immigrants: All origins","Thousand","7.9"
"Estimated Migration (Persons in April)","2017","EU14 excl Irl (UK & Ireland)","Female","Net migration","Thousand","3.2"
"Estimated Migration (Persons in April)","2017","EU14 excl Irl (UK & Ireland)","Female","Emigrants: All destinations","Thousand","6.1"
"Estimated Migration (Persons in April)","2017","EU14 excl Irl (UK & Ireland)","Female","Immigrants: All origins","Thousand","9.3"
"Estimated Migration (Persons in April)","2017","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Net migration","Thousand","5.4"
"Estimated Migration (Persons in April)","2017","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Emigrants: All destinations","Thousand","8.4"
"Estimated Migration (Persons in April)","2017","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Immigrants: All origins","Thousand","13.8"
"Estimated Migration (Persons in April)","2017","EU15 to EU27 (accession countries joined post 2004)","Male","Net migration","Thousand","2.7"
"Estimated Migration (Persons in April)","2017","EU15 to EU27 (accession countries joined post 2004)","Male","Emigrants: All destinations","Thousand","4.5"
"Estimated Migration (Persons in April)","2017","EU15 to EU27 (accession countries joined post 2004)","Male","Immigrants: All origins","Thousand","7.2"
"Estimated Migration (Persons in April)","2017","EU15 to EU27 (accession countries joined post 2004)","Female","Net migration","Thousand","2.7"
"Estimated Migration (Persons in April)","2017","EU15 to EU27 (accession countries joined post 2004)","Female","Emigrants: All destinations","Thousand","3.9"
"Estimated Migration (Persons in April)","2017","EU15 to EU27 (accession countries joined post 2004)","Female","Immigrants: All origins","Thousand","6.6"
"Estimated Migration (Persons in April)","2018","United Kingdom (1)","Both sexes","Net migration","Thousand","10.8"
"Estimated Migration (Persons in April)","2018","United Kingdom (1)","Both sexes","Emigrants: All destinations","Thousand","10.5"
"Estimated Migration (Persons in April)","2018","United Kingdom (1)","Both sexes","Immigrants: All origins","Thousand","21.3"
"Estimated Migration (Persons in April)","2018","United Kingdom (1)","Male","Net migration","Thousand","6.3"
"Estimated Migration (Persons in April)","2018","United Kingdom (1)","Male","Emigrants: All destinations","Thousand","4.5"
"Estimated Migration (Persons in April)","2018","United Kingdom (1)","Male","Immigrants: All origins","Thousand","10.8"
"Estimated Migration (Persons in April)","2018","United Kingdom (1)","Female","Net migration","Thousand","4.5"
"Estimated Migration (Persons in April)","2018","United Kingdom (1)","Female","Emigrants: All destinations","Thousand","6"
"Estimated Migration (Persons in April)","2018","United Kingdom (1)","Female","Immigrants: All origins","Thousand","10.5"
"Estimated Migration (Persons in April)","2018","United States","Both sexes","Net migration","Thousand","2.5"
"Estimated Migration (Persons in April)","2018","United States","Both sexes","Emigrants: All destinations","Thousand","5.3"
"Estimated Migration (Persons in April)","2018","United States","Both sexes","Immigrants: All origins","Thousand","7.8"
"Estimated Migration (Persons in April)","2018","United States","Male","Net migration","Thousand","0.9"
"Estimated Migration (Persons in April)","2018","United States","Male","Emigrants: All destinations","Thousand","2.7"
"Estimated Migration (Persons in April)","2018","United States","Male","Immigrants: All origins","Thousand","3.6"
"Estimated Migration (Persons in April)","2018","United States","Female","Net migration","Thousand","1.6"
"Estimated Migration (Persons in April)","2018","United States","Female","Emigrants: All destinations","Thousand","2.6"
"Estimated Migration (Persons in April)","2018","United States","Female","Immigrants: All origins","Thousand","4.2"
"Estimated Migration (Persons in April)","2018","Canada","Both sexes","Net migration","Thousand","-0.9"
"Estimated Migration (Persons in April)","2018","Canada","Both sexes","Emigrants: All destinations","Thousand","3.6"
"Estimated Migration (Persons in April)","2018","Canada","Both sexes","Immigrants: All origins","Thousand","2.7"
"Estimated Migration (Persons in April)","2018","Canada","Male","Net migration","Thousand","-0.7"
"Estimated Migration (Persons in April)","2018","Canada","Male","Emigrants: All destinations","Thousand","1.9"
"Estimated Migration (Persons in April)","2018","Canada","Male","Immigrants: All origins","Thousand","1.2"
"Estimated Migration (Persons in April)","2018","Canada","Female","Net migration","Thousand","-0.2"
"Estimated Migration (Persons in April)","2018","Canada","Female","Emigrants: All destinations","Thousand","1.7"
"Estimated Migration (Persons in April)","2018","Canada","Female","Immigrants: All origins","Thousand","1.5"
"Estimated Migration (Persons in April)","2018","Australia","Both sexes","Net migration","Thousand","3.4"
"Estimated Migration (Persons in April)","2018","Australia","Both sexes","Emigrants: All destinations","Thousand","4.1"
"Estimated Migration (Persons in April)","2018","Australia","Both sexes","Immigrants: All origins","Thousand","7.5"
"Estimated Migration (Persons in April)","2018","Australia","Male","Net migration","Thousand","1.5"
"Estimated Migration (Persons in April)","2018","Australia","Male","Emigrants: All destinations","Thousand","2.4"
"Estimated Migration (Persons in April)","2018","Australia","Male","Immigrants: All origins","Thousand","3.9"
"Estimated Migration (Persons in April)","2018","Australia","Female","Net migration","Thousand","1.9"
"Estimated Migration (Persons in April)","2018","Australia","Female","Emigrants: All destinations","Thousand","1.7"
"Estimated Migration (Persons in April)","2018","Australia","Female","Immigrants: All origins","Thousand","3.6"
"Estimated Migration (Persons in April)","2018","Other countries (23)","Both sexes","Net migration","Thousand","18.3"
"Estimated Migration (Persons in April)","2018","Other countries (23)","Both sexes","Emigrants: All destinations","Thousand","10.8"
"Estimated Migration (Persons in April)","2018","Other countries (23)","Both sexes","Immigrants: All origins","Thousand","29.1"
"Estimated Migration (Persons in April)","2018","Other countries (23)","Male","Net migration","Thousand","8.8"
"Estimated Migration (Persons in April)","2018","Other countries (23)","Male","Emigrants: All destinations","Thousand","5.5"
"Estimated Migration (Persons in April)","2018","Other countries (23)","Male","Immigrants: All origins","Thousand","14.3"
"Estimated Migration (Persons in April)","2018","Other countries (23)","Female","Net migration","Thousand","9.5"
"Estimated Migration (Persons in April)","2018","Other countries (23)","Female","Emigrants: All destinations","Thousand","5.3"
"Estimated Migration (Persons in April)","2018","Other countries (23)","Female","Immigrants: All origins","Thousand","14.8"
"Estimated Migration (Persons in April)","2018","All countries","Both sexes","Net migration","Thousand","44.4"
"Estimated Migration (Persons in April)","2018","All countries","Both sexes","Emigrants: All destinations","Thousand","51.6"
"Estimated Migration (Persons in April)","2018","All countries","Both sexes","Immigrants: All origins","Thousand","96"
"Estimated Migration (Persons in April)","2018","All countries","Male","Net migration","Thousand","23.3"
"Estimated Migration (Persons in April)","2018","All countries","Male","Emigrants: All destinations","Thousand","24"
"Estimated Migration (Persons in April)","2018","All countries","Male","Immigrants: All origins","Thousand","47.3"
"Estimated Migration (Persons in April)","2018","All countries","Female","Net migration","Thousand","21.1"
"Estimated Migration (Persons in April)","2018","All countries","Female","Emigrants: All destinations","Thousand","27.6"
"Estimated Migration (Persons in April)","2018","All countries","Female","Immigrants: All origins","Thousand","48.7"
"Estimated Migration (Persons in April)","2018","EU14 excl Irl (UK & Ireland)","Both sexes","Net migration","Thousand","4.6"
"Estimated Migration (Persons in April)","2018","EU14 excl Irl (UK & Ireland)","Both sexes","Emigrants: All destinations","Thousand","11.3"
"Estimated Migration (Persons in April)","2018","EU14 excl Irl (UK & Ireland)","Both sexes","Immigrants: All origins","Thousand","15.9"
"Estimated Migration (Persons in April)","2018","EU14 excl Irl (UK & Ireland)","Male","Net migration","Thousand","3.8"
"Estimated Migration (Persons in April)","2018","EU14 excl Irl (UK & Ireland)","Male","Emigrants: All destinations","Thousand","4.3"
"Estimated Migration (Persons in April)","2018","EU14 excl Irl (UK & Ireland)","Male","Immigrants: All origins","Thousand","8.1"
"Estimated Migration (Persons in April)","2018","EU14 excl Irl (UK & Ireland)","Female","Net migration","Thousand","0.8"
"Estimated Migration (Persons in April)","2018","EU14 excl Irl (UK & Ireland)","Female","Emigrants: All destinations","Thousand","7"
"Estimated Migration (Persons in April)","2018","EU14 excl Irl (UK & Ireland)","Female","Immigrants: All origins","Thousand","7.8"
"Estimated Migration (Persons in April)","2018","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Net migration","Thousand","5.6"
"Estimated Migration (Persons in April)","2018","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Emigrants: All destinations","Thousand","6"
"Estimated Migration (Persons in April)","2018","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Immigrants: All origins","Thousand","11.6"
"Estimated Migration (Persons in April)","2018","EU15 to EU27 (accession countries joined post 2004)","Male","Net migration","Thousand","2.6"
"Estimated Migration (Persons in April)","2018","EU15 to EU27 (accession countries joined post 2004)","Male","Emigrants: All destinations","Thousand","2.7"
"Estimated Migration (Persons in April)","2018","EU15 to EU27 (accession countries joined post 2004)","Male","Immigrants: All origins","Thousand","5.3"
"Estimated Migration (Persons in April)","2018","EU15 to EU27 (accession countries joined post 2004)","Female","Net migration","Thousand","3"
"Estimated Migration (Persons in April)","2018","EU15 to EU27 (accession countries joined post 2004)","Female","Emigrants: All destinations","Thousand","3.3"
"Estimated Migration (Persons in April)","2018","EU15 to EU27 (accession countries joined post 2004)","Female","Immigrants: All origins","Thousand","6.3"
"Estimated Migration (Persons in April)","2019","United Kingdom (1)","Both sexes","Net migration","Thousand","10.4"
"Estimated Migration (Persons in April)","2019","United Kingdom (1)","Both sexes","Emigrants: All destinations","Thousand","11.2"
"Estimated Migration (Persons in April)","2019","United Kingdom (1)","Both sexes","Immigrants: All origins","Thousand","21.6"
"Estimated Migration (Persons in April)","2019","United Kingdom (1)","Male","Net migration","Thousand","4.5"
"Estimated Migration (Persons in April)","2019","United Kingdom (1)","Male","Emigrants: All destinations","Thousand","5.7"
"Estimated Migration (Persons in April)","2019","United Kingdom (1)","Male","Immigrants: All origins","Thousand","10.2"
"Estimated Migration (Persons in April)","2019","United Kingdom (1)","Female","Net migration","Thousand","5.9"
"Estimated Migration (Persons in April)","2019","United Kingdom (1)","Female","Emigrants: All destinations","Thousand","5.5"
"Estimated Migration (Persons in April)","2019","United Kingdom (1)","Female","Immigrants: All origins","Thousand","11.4"
"Estimated Migration (Persons in April)","2019","United States","Both sexes","Net migration","Thousand","1.6"
"Estimated Migration (Persons in April)","2019","United States","Both sexes","Emigrants: All destinations","Thousand","5.1"
"Estimated Migration (Persons in April)","2019","United States","Both sexes","Immigrants: All origins","Thousand","6.7"
"Estimated Migration (Persons in April)","2019","United States","Male","Net migration","Thousand","0.3"
"Estimated Migration (Persons in April)","2019","United States","Male","Emigrants: All destinations","Thousand","3.2"
"Estimated Migration (Persons in April)","2019","United States","Male","Immigrants: All origins","Thousand","3.5"
"Estimated Migration (Persons in April)","2019","United States","Female","Net migration","Thousand","1.3"
"Estimated Migration (Persons in April)","2019","United States","Female","Emigrants: All destinations","Thousand","1.9"
"Estimated Migration (Persons in April)","2019","United States","Female","Immigrants: All origins","Thousand","3.2"
"Estimated Migration (Persons in April)","2019","Canada","Both sexes","Net migration","Thousand","-2.1"
"Estimated Migration (Persons in April)","2019","Canada","Both sexes","Emigrants: All destinations","Thousand","4.7"
"Estimated Migration (Persons in April)","2019","Canada","Both sexes","Immigrants: All origins","Thousand","2.6"
"Estimated Migration (Persons in April)","2019","Canada","Male","Net migration","Thousand","-0.7"
"Estimated Migration (Persons in April)","2019","Canada","Male","Emigrants: All destinations","Thousand","2.2"
"Estimated Migration (Persons in April)","2019","Canada","Male","Immigrants: All origins","Thousand","1.5"
"Estimated Migration (Persons in April)","2019","Canada","Female","Net migration","Thousand","-1.4"
"Estimated Migration (Persons in April)","2019","Canada","Female","Emigrants: All destinations","Thousand","2.5"
"Estimated Migration (Persons in April)","2019","Canada","Female","Immigrants: All origins","Thousand","1.1"
"Estimated Migration (Persons in April)","2019","Australia","Both sexes","Net migration","Thousand","0"
"Estimated Migration (Persons in April)","2019","Australia","Both sexes","Emigrants: All destinations","Thousand","6.3"
"Estimated Migration (Persons in April)","2019","Australia","Both sexes","Immigrants: All origins","Thousand","6.3"
"Estimated Migration (Persons in April)","2019","Australia","Male","Net migration","Thousand","1"
"Estimated Migration (Persons in April)","2019","Australia","Male","Emigrants: All destinations","Thousand","2.8"
"Estimated Migration (Persons in April)","2019","Australia","Male","Immigrants: All origins","Thousand","3.8"
"Estimated Migration (Persons in April)","2019","Australia","Female","Net migration","Thousand","-1"
"Estimated Migration (Persons in April)","2019","Australia","Female","Emigrants: All destinations","Thousand","3.5"
"Estimated Migration (Persons in April)","2019","Australia","Female","Immigrants: All origins","Thousand","2.5"
"Estimated Migration (Persons in April)","2019","Other countries (23)","Both sexes","Net migration","Thousand","22.3"
"Estimated Migration (Persons in April)","2019","Other countries (23)","Both sexes","Emigrants: All destinations","Thousand","12.1"
"Estimated Migration (Persons in April)","2019","Other countries (23)","Both sexes","Immigrants: All origins","Thousand","34.4"
"Estimated Migration (Persons in April)","2019","Other countries (23)","Male","Net migration","Thousand","13.4"
"Estimated Migration (Persons in April)","2019","Other countries (23)","Male","Emigrants: All destinations","Thousand","5.6"
"Estimated Migration (Persons in April)","2019","Other countries (23)","Male","Immigrants: All origins","Thousand","19"
"Estimated Migration (Persons in April)","2019","Other countries (23)","Female","Net migration","Thousand","8.9"
"Estimated Migration (Persons in April)","2019","Other countries (23)","Female","Emigrants: All destinations","Thousand","6.5"
"Estimated Migration (Persons in April)","2019","Other countries (23)","Female","Immigrants: All origins","Thousand","15.4"
"Estimated Migration (Persons in April)","2019","All countries","Both sexes","Net migration","Thousand","44"
"Estimated Migration (Persons in April)","2019","All countries","Both sexes","Emigrants: All destinations","Thousand","53.1"
"Estimated Migration (Persons in April)","2019","All countries","Both sexes","Immigrants: All origins","Thousand","97.1"
"Estimated Migration (Persons in April)","2019","All countries","Male","Net migration","Thousand","22.1"
"Estimated Migration (Persons in April)","2019","All countries","Male","Emigrants: All destinations","Thousand","26.9"
"Estimated Migration (Persons in April)","2019","All countries","Male","Immigrants: All origins","Thousand","49"
"Estimated Migration (Persons in April)","2019","All countries","Female","Net migration","Thousand","21.9"
"Estimated Migration (Persons in April)","2019","All countries","Female","Emigrants: All destinations","Thousand","26.2"
"Estimated Migration (Persons in April)","2019","All countries","Female","Immigrants: All origins","Thousand","48.1"
"Estimated Migration (Persons in April)","2019","EU14 excl Irl (UK & Ireland)","Both sexes","Net migration","Thousand","5.4"
"Estimated Migration (Persons in April)","2019","EU14 excl Irl (UK & Ireland)","Both sexes","Emigrants: All destinations","Thousand","10.1"
"Estimated Migration (Persons in April)","2019","EU14 excl Irl (UK & Ireland)","Both sexes","Immigrants: All origins","Thousand","15.5"
"Estimated Migration (Persons in April)","2019","EU14 excl Irl (UK & Ireland)","Male","Net migration","Thousand","1.7"
"Estimated Migration (Persons in April)","2019","EU14 excl Irl (UK & Ireland)","Male","Emigrants: All destinations","Thousand","5.5"
"Estimated Migration (Persons in April)","2019","EU14 excl Irl (UK & Ireland)","Male","Immigrants: All origins","Thousand","7.2"
"Estimated Migration (Persons in April)","2019","EU14 excl Irl (UK & Ireland)","Female","Net migration","Thousand","3.7"
"Estimated Migration (Persons in April)","2019","EU14 excl Irl (UK & Ireland)","Female","Emigrants: All destinations","Thousand","4.6"
"Estimated Migration (Persons in April)","2019","EU14 excl Irl (UK & Ireland)","Female","Immigrants: All origins","Thousand","8.3"
"Estimated Migration (Persons in April)","2019","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Net migration","Thousand","6.3"
"Estimated Migration (Persons in April)","2019","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Emigrants: All destinations","Thousand","3.7"
"Estimated Migration (Persons in April)","2019","EU15 to EU27 (accession countries joined post 2004)","Both sexes","Immigrants: All origins","Thousand","10"
"Estimated Migration (Persons in April)","2019","EU15 to EU27 (accession countries joined post 2004)","Male","Net migration","Thousand","1.9"
"Estimated Migration (Persons in April)","2019","EU15 to EU27 (accession countries joined post 2004)","Male","Emigrants: All destinations","Thousand","1.9"
"Estimated Migration (Persons in April)","2019","EU15 to EU27 (accession countries joined post 2004)","Male","Immigrants: All origins","Thousand","3.8"
"Estimated Migration (Persons in April)","2019","EU15 to EU27 (accession countries joined post 2004)","Female","Net migration","Thousand","4.4"
"Estimated Migration (Persons in April)","2019","EU15 to EU27 (accession countries joined post 2004)","Female","Emigrants: All destinations","Thousand","1.8"
"Estimated Migration (Persons in April)","2019","EU15 to EU27 (accession countries joined post 2004)","Female","Immigrants: All origins","Thousand","6.2"
"Estimated Migration (Persons in April)","2020","United Kingdom (1)","Both sexes","Net migration","Thousand","7.9"
"Estimated Migration (Persons in April)","2020","United Kingdom (1)","Both sexes","Emigrants: All destinations","Thousand","9.7"
"Estimated Migration (Persons in April)","2020","United Kingdom (1)","Both sexes","Immigrants: All origins","Thousand","17.6"
"Estimated Migration (Persons in April)","2020","United Kingdom (1)","Male","Net migration","Thousand","3.9"
"Estimated Migration (Persons in April)","2020","United Kingdom (1)","Male","Emigrants: All destinations","Thousand","4.5"
"Estimated Migration (Persons in April)","2020","United Kingdom (1)","Male","Immigrants: All origins","Thousand","8.4"
"Estimated Migration (Persons in April)","2020","United Kingdom (1)","Female","Net migration","Thousand","4"
"Estimated Migration (Persons in April)","2020","United Kingdom (1)","Female","Emigrants: All destinations","Thousand","5.2"
"Estimated Migration (Persons in April)","2020","United Kingdom (1)","Female","Immigrants: All origins","Thousand","9.2"
"Estimated Migration (Persons in April)","2020","United States","Both sexes","Net migration","Thousand","0.7"
"Estimated Migration (Persons in April)","2020","United States","Both sexes","Emigrants: All destinations","Thousand","5.3"
"Estimated Migration (Persons in April)","2020","United States","Both sexes","Immigrants: All origins","Thousand","6"
"Estimated Migration (Persons in April)","2020","United States","Male","Net migration","Thousand","0.3"
"Estimated Migration (Persons in April)","2020","United States","Male","Emigrants: All destinations","Thousand","2.7"
"Estimated Migration (Persons in April)","2020","United States","Male","Immigrants: All origins","Thousand","3"
"Estimated Migration (Persons in April)","2020","United States","Female","Net migration","Thousand","0.4"
"Estimated Migration (Persons in April)","2020","United States","Female","Emigrants: All destinations","Thousand","2.6"
"Estimated Migration (Persons in April)","2020","United States","Female","Immigrants: All origins","Thousand","3"
"Estimated Migration (Persons in April)","2020","Canada","Both sexes","Net migration","Thousand","0"
"Estimated Migration (Persons in April)","2020","Canada","Both sexes","Emigrants: All destinations","Thousand","3.1"
"Estimated Migration (Persons in April)","2020","Canada","Both sexes","Immigrants: All origins","Thousand","3.1"
"Estimated Migration (Persons in April)","2020","Canada","Male","Net migration","Thousand","0.2"
"Estimated Migration (Persons in April)","2020","Canada","Male","Emigrants: All destinations","Thousand","1.4"
"Estimated Migration (Persons in April)","2020","Canada","Male","Immigrants: All origins","Thousand","1.6"
"Estimated Migration (Persons in April)","2020","Canada","Female","Net migration","Thousand","-0.2"
"Estimated Migration (Persons in April)","2020","Canada","Female","Emigrants: All destinations","Thousand","1.7"
"Estimated Migration (Persons in April)","2020","Canada","Female","Immigrants: All origins","Thousand","1.5"
"Estimated Migration (Persons in April)","2020","Australia","Both sexes","Net migration","Thousand","2.2"
"Estimated Migration (Persons in April)","2020","Australia","Both sexes","Emigrants: All destinations","Thousand","5.6"
"Estimated Migration (Persons in April)","2020","Australia","Both sexes","Immigrants: All origins","Thousand","7.8"
"Estimated Migration (Persons in April)","2020","Australia","Male","Net migration","Thousand","0.8"
"Estimated Migration (Persons in April)","2020","Australia","Male","Emigrants: All destinations","Thousand","2.7"
"Estimated Migration (Persons in April)","2020","Australia","Male","Immigrants: All origins","Thousand","3.5"
"Estimated Migration (Persons in April)","2020","Australia","Female","Net migration","Thousand","1.4"
"Estimated Migration (Persons in April)","2020","Australia","Female","Emigrants: All destinations","Thousand","2.9"
"Estimated Migration (Persons in April)","2020","Australia","Female","Immigrants: All origins","Thousand","4.3"
"Estimated Migration (Persons in April)","2020","Other countries (23)","Both sexes","Net migration","Thousand","27.7"
